식품인증업소 관리 일련번호,업소번호,업소 명,자치구 코드,자치구 명,업종 코드,업종 명,업태 코드,업태 명,업주 명,식품인증구분,식품인증 구분명,인증일자,사용여부,지도표시여부,식품인증업소 등급,지도 Y좌표,지도 X좌표,전화번호,도로명상세주소,도로명주소코드,도로명주소,허가번호,최초작성일자,최종수정일자,업소인증메뉴,교부번호,인증여부
13715,,카페 거북이,3210000,서초구,101,일반음식점,10117,까페,,14,채식음식점,2022-09-01,Y,Y,,37.4802106,126.9834288,070-4015-5314,,,서울특별시 서초구 방배천로4안길 48,,00:00.0,00:00.0,,,N
14173,,도스타코스 (강남역),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5028509,127.0247425,02-593-5904,,,서울특별시 서초구 강남대로 455,,00:00.0,00:00.0,,,N
14186,,퀴즈노스 (서울성모병원),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5001407,127.0055289,02-2258-6433,,,서울특별시 서초구 반포대로 222 지하1층,,00:00.0,00:00.0,,,N
14187,,그리너 샐러드 서초점,3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.489697,127.007601,070-4190-7141,,,서울특별시 서초구 반포대로 27길 13 105호 그리너,,00:00.0,00:00.0,,,N
14210,,퀴즈노스 (남부터미널),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4843932,127.0144668,02-583-3892,,,서울특별시 서초구 효령로 276 1층,,00:00.0,00:00.0,,,N
14212,,샐러디 (양재역점),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5664106,126.9778779,269526738,,,서울특별시특별시 서초구 강남대로 265 1층 나호(서초동),,00:00.0,00:00.0,,,N
14213,,샐러디 (방배역점),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5664106,126.9778779,25232339,,,서울특별시특별시 서초구 방배로 87 1층 2호(방배동),,00:00.0,00:00.0,,,N
14214,,샐러디 (신논현역점),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5664106,126.9778779,25956738,,,서울특별시특별시 서초구 사평대로56길 7 지하1층 B102호(서초동 서초한일유앤아이주상복합),,00:00.0,00:00.0,,,N
14215,,샐러디 (서초역점),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5664106,126.9778779,25852339,,,서울특별시특별시 서초구 서초대로 240 101호(서초동 서초동 동일하이빌),,00:00.0,00:00.0,,,N
14347,,퀴즈노스 (목동오목교),3140000,양천구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5248362,126.8700426,02-2644-2643,,,서울특별시 양천구 오목로 300 205동 1층 123호,,00:00.0,00:00.0,,,N
14351,,샐러디 (목동41타워점),3140000,양천구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5281888,126.8757846,226481112,,,서울특별시 양천구 목동동로 293 1층 1-29호(목동 현대41타워),,00:00.0,00:00.0,,,N
14352,,샐러디 (양천구청점),3140000,양천구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5174109,126.8652565,226522555,,,서울특별시 양천구 목동서로 349 1층 127호(신정동 센트럴프라자),,00:00.0,00:00.0,,,N
14217,,샐러디 (논현역점),3210000,서초구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5664106,126.9778779,25427895,,,서울특별시특별시 서초구 신반포로 337 1층(잠원동),,00:00.0,00:00.0,,,N
13694,,능이버섯백숙,3060000,중랑구,101,일반음식점,10119,탕류,황재정,4,저염실천음식점,2020-12-31,Y,Y,,37.6136139,127.0783116,02-971-2162,,,서울특별시 중랑구 공릉로 32(B01호 묵동 공감대아파트),,39:02.0,39:02.0,삼계탕,,Y
13693,,맹돌이생선구이쌈밥,3060000,중랑구,101,일반음식점,10101,한식,홍미혜,4,저염실천음식점,2020-12-31,Y,Y,,37.5983243,127.097095,02-491-8221,,,서울특별시 중랑구 용마산로115길 59,,39:02.0,39:02.0,미역국,,Y
13691,,남원골,3060000,중랑구,101,일반음식점,10101,한식,주향심,4,저염실천음식점,2020-12-31,Y,Y,,37.5944082,127.0951833,02-434-5677,,,서울특별시 중랑구 봉우재로 200,,39:02.0,39:02.0,순대국,,Y
13689,,대가순대,3060000,중랑구,101,일반음식점,10101,한식,조평수,4,저염실천음식점,2020-12-31,Y,Y,,37.5989193,127.1006776,02-437-8494,,,서울특별시 중랑구 용마산로 538,,39:02.0,39:02.0,순대국,,Y
13688,,족발야시장,3060000,중랑구,101,일반음식점,10101,한식,조주현,4,저염실천음식점,2020-12-31,Y,Y,,37.5995322,127.078508,02-2207-4969,,,서울특별시 중랑구 동일로129길  22 2층,,39:02.0,39:02.0,시원한콩나물국,,Y
13687,,망우정식,3060000,중랑구,101,일반음식점,10101,한식,조염형,4,저염실천음식점,2020-12-31,Y,Y,,37.5991926,127.0998816,02-438-3918,,,서울특별시 중랑구 용마산로115길 8,,39:02.0,39:02.0,순두부찌개,,Y
13684,,산골 소한마리 돼지 정육식당,3060000,중랑구,101,일반음식점,10101,한식,정용현,4,저염실천음식점,2020-12-31,Y,Y,,37.5892555,127.087161,02-496-0333,,,서울특별시 중랑구 면목로  417,,39:02.0,39:02.0,된장찌개,,Y
13692,,골짝마을,3060000,중랑구,101,일반음식점,10101,한식,최안임,4,저염실천음식점,2020-12-31,Y,Y,,37.6031512,127.0955644,02-436-5589,,,서울특별시 중랑구 신내로  45 202,,39:02.0,39:02.0,삼계탕,,Y
13685,,신담터추어탕,3060000,중랑구,101,일반음식점,10119,탕류,정형태,4,저염실천음식점,2020-12-31,Y,Y,,37.6169726,127.0791877,070-8154-3776,,,서울특별시 중랑구 공릉로 73,,39:02.0,39:02.0,추어탕,,Y
13686,,남한강물고기,3060000,중랑구,101,일반음식점,10119,탕류,정호영,4,저염실천음식점,2020-12-31,Y,Y,,37.6049424,127.1083404,02-434-6644,,,서울특별시 중랑구 양원역로8길 26(망우동),,39:02.0,39:02.0,매운탕,,Y
13690,,삼웅수산,3060000,중랑구,101,일반음식점,10119,탕류,조해일,4,저염실천음식점,2020-12-31,Y,Y,,37.5979786,127.0978352,02-495-5534,,,서울특별시 중랑구 용마산로113길 31,,39:02.0,39:02.0,매운탕,,Y
13672,,최가네우동,3060000,중랑구,101,일반음식점,10105,분식,이옥자,4,저염실천음식점,2020-12-31,Y,Y,,37.597406,127.0948412,02-493-3051,,,서울특별시 중랑구 봉우재로57길  62,,39:01.0,39:01.0,우동,,Y
13650,,재우해양수산,3060000,중랑구,101,일반음식점,10104,일식,김효준,4,저염실천음식점,2020-12-31,Y,Y,,37.598317,127.0949547,02-493-3389,,,서울특별시 중랑구 용마산로115길  98,,39:01.0,39:01.0,매운탕,,Y
13657,,다사랑 회센터,3060000,중랑구,101,일반음식점,10104,일식,박정희,4,저염실천음식점,2020-12-31,Y,Y,,37.5926388,127.0749921,070-4036-3303,,,서울특별시 중랑구 중랑천로12길 36(1층 상봉동),,39:01.0,39:01.0,생선매운탕,,Y
13668,,여자만아구찜,3060000,중랑구,101,일반음식점,10101,한식,윤규철,4,저염실천음식점,2020-12-31,Y,Y,,37.591686,127.0798956,02-434-5954,,,서울특별시 중랑구 동일로 685(면목동),,39:01.0,39:01.0,육수,,Y
13667,,시골밥상,3060000,중랑구,101,일반음식점,10101,한식,유재국,4,저염실천음식점,2020-12-31,Y,Y,,37.599099,127.0994185,02-973-8850,,,서울특별시 중랑구 망우로66길 10(망우동),,39:01.0,39:01.0,김치찌개,,Y
13665,,대가순대국,3060000,중랑구,101,일반음식점,10101,한식,양형철,4,저염실천음식점,2020-12-31,Y,Y,,37.5804217,127.0878576,02-2209-8283,,,서울특별시 중랑구 사가정로52길  1-4,,39:01.0,39:01.0,순대국,,Y
13659,,소문난 고깃집,3060000,중랑구,101,일반음식점,10101,한식,백소은,4,저염실천음식점,2020-12-31,Y,Y,,37.5839253,127.0888338,02-2207-3346,,,서울특별시 중랑구 면목로56길  8,,39:01.0,39:01.0,버섯불고기전골,,Y
13658,,최고집메밀촌,3060000,중랑구,101,일반음식점,10101,한식,박현숙,4,저염실천음식점,2020-12-31,Y,Y,,37.5976046,127.0797321,02-439-1465,,,서울특별시 중랑구 동일로123길 5,,39:01.0,39:01.0,칼국수,,Y
13656,,옛가칼국수,3060000,중랑구,101,일반음식점,10101,한식,박정옥,4,저염실천음식점,2020-12-31,Y,Y,,37.5921354,127.0751342,02-492-1555,,,서울특별시 중랑구 중랑천로10길 39(상봉동),,39:01.0,39:01.0,칼국수,,Y
13655,,부뚜막순대국,3060000,중랑구,101,일반음식점,10101,한식,박재철,4,저염실천음식점,2020-12-31,Y,Y,,37.5987437,127.0977354,02-491-4599,,,서울특별시 중랑구 용마산로115길 46(망우동),,39:01.0,39:01.0,순대국,,Y
13654,,김밥천국,3060000,중랑구,101,일반음식점,10101,한식,박순희,4,저염실천음식점,2020-12-31,Y,Y,,37.5949336,127.1002613,02-494-7788,,,서울특별시 중랑구 용마산로 494,,39:01.0,39:01.0,우동(일식),,Y
13653,,한강오리쌈나루,3060000,중랑구,101,일반음식점,10101,한식,박순진,4,저염실천음식점,2020-12-31,Y,Y,,37.6041447,127.0795497,02-2207-5296,,,서울특별시 중랑구 동일로140길 8(중화동),,39:01.0,39:01.0,육계장,,Y
13683,,정가네홍두깨칼국수,3060000,중랑구,101,일반음식점,10101,한식,정영학,4,저염실천음식점,2020-12-31,Y,Y,,37.59669,127.0990059,02-491-8457,,,서울특별시 중랑구 망우로62길  61,,39:01.0,39:01.0,칼국수,,Y
13652,,찜집,3060000,중랑구,101,일반음식점,10101,한식,박성철,4,저염실천음식점,2020-12-31,Y,Y,,37.5784608,127.0859568,02-494-0044,,,서울특별시 중랑구 면목로 287,,39:01.0,39:01.0,아구탕,,Y
13638,,컨퍼런스하우스달개비정동점,3010000,중구,101,일반음식점,10101,한식,함순효,4,저염실천음식점,2020-12-31,Y,Y,,37.5667926,126.9762087,02-765-2035,,,서울특별시 중구 세종대로19길 16(정동 지하1층),,39:01.0,39:01.0,소고기육계장,,Y
13637,,한상훈셰프,3010000,중구,101,일반음식점,10101,한식,한상훈,4,저염실천음식점,2020-12-31,Y,Y,,37.5579655,126.9828261,02-771-1808,,,서울특별시 중구 소공로 29(회현동2가1층 2층),,39:01.0,39:01.0,양송이스프 ,,Y
13635,,놀부보쌈과 돌솥밥,3010000,중구,101,일반음식점,10101,한식,최원덕,4,저염실천음식점,2020-12-31,Y,Y,,37.5676104,127.007621,02-2264-1669,,,서울특별시 중구 을지로43길 34 2층(을지로6가),,39:01.0,39:01.0,육수,,Y
13634,,원당감자탕,3010000,중구,101,일반음식점,10101,한식,최성길,4,저염실천음식점,2020-12-31,Y,Y,,37.5611115,126.9829871,02-757-7612,,,서울특별시 중구 명동8나길 35 1층,,39:01.0,39:01.0,등뼈묵은지감자탕,,Y
13633,,현가츠,3010000,중구,101,일반음식점,10101,한식,주백현,4,저염실천음식점,2020-12-31,Y,Y,,37.5610795,126.9824103,02-3789-0673,,,서울특별시 중구 명동8나길 45(충무로1가 지하1층),,39:01.0,39:01.0,미소된장국,,Y
13632,,진주회관,3010000,중구,101,일반음식점,10101,한식,조창배,4,저염실천음식점,2020-12-31,Y,Y,,37.5623895,126.9744806,02-753-5388,,,서울특별시 중구 세종대로11길 26(서소문동),,39:01.0,39:01.0,콩국수,,Y
13647,,시월애도토리,3060000,중랑구,101,일반음식점,10101,한식,김정애,4,저염실천음식점,2020-12-31,Y,Y,,37.5909644,127.0751827,02-435-5552,,,서울특별시 중랑구 동일로109길 90(면목동),,39:01.0,39:01.0,만두전골,,Y
13671,,상봉갈비,3060000,중랑구,101,일반음식점,10101,한식,이상원,4,저염실천음식점,2020-12-31,Y,Y,,37.6002231,127.1038669,02-496-5607,,,서울특별시 중랑구 망우로  466,,39:01.0,39:01.0,물냉면,,Y
13640,,두채사랑전주콩나물국밥,3060000,중랑구,101,일반음식점,10101,한식,권은미,4,저염실천음식점,2020-12-31,Y,Y,,37.5851821,127.0882297,02-434-9660,,,서울특별시 중랑구 면목로  371,,39:01.0,39:01.0,콩나물국밥,,Y
13639,,통큰갈비 면목점,3060000,중랑구,101,일반음식점,10101,한식,구동은,4,저염실천음식점,2020-12-31,Y,Y,,37.5888052,127.0883554,02-492-9252,,,서울특별시 중랑구 겸재로  187,,39:01.0,39:01.0,물냉면,,Y
13666,,부자돼소,3060000,중랑구,101,일반음식점,10101,한식,연지용,4,저염실천음식점,2020-12-31,Y,Y,,37.5926527,127.0871874,02-438-8868,,,서울특별시 중랑구 봉우재로  126 1층,,39:01.0,39:01.0,된장찌개,,Y
13645,,채선당,3060000,중랑구,101,일반음식점,10101,한식,김은현,4,저염실천음식점,2020-12-31,Y,Y,,37.6066671,127.1005277,02-3421-0313,,,서울특별시 중랑구 용마산로  623,,39:01.0,39:01.0,샤브샤브육수,,Y
13644,,엉터리양평해장국감자탕곱창전골,3060000,중랑구,101,일반음식점,10101,한식,김영미,4,저염실천음식점,2020-12-31,Y,Y,,37.6002151,127.0782618,02-433-3374,,,서울특별시 중랑구 중랑역로  76,,39:01.0,39:01.0,해장국,,Y
13643,,호반닭갈비,3060000,중랑구,101,일반음식점,10101,한식,김성훈,4,저염실천음식점,2020-12-31,Y,Y,,37.6014256,127.0763556,0507-1306-1656,,,서울특별시 중랑구 봉화산로 20(중화동),,39:01.0,39:01.0,동치미,,Y
13646,,남원추어탕,3060000,중랑구,101,일반음식점,10119,탕류,김점순,4,저염실천음식점,2020-12-31,Y,Y,,37.5801172,127.0857668,02-435-8398,,,서울특별시 중랑구 면목로39길 32(면목동),,39:01.0,39:01.0,추어탕,,Y
13669,,무교동 낙지나라,3060000,중랑구,101,일반음식점,10119,탕류,이강분,4,저염실천음식점,2020-12-31,Y,Y,,37.5803823,127.0885826,02-438-5020,,,서울특별시 중랑구 면목로  320,,39:01.0,39:01.0,연포탕,,Y
13677,,홍어천국,3060000,중랑구,101,일반음식점,10119,탕류,장효숙,4,저염실천음식점,2020-12-31,Y,Y,,37.5896513,127.0870656,02-437-4757,,,서울특별시 중랑구 면목로  421 2층,,39:01.0,39:01.0,홍어탕,,Y
13682,,남한강물고기,3060000,중랑구,101,일반음식점,10119,탕류,정미선,4,저염실천음식점,2020-12-31,Y,Y,,37.5938787,127.0826203,0507-1487-1255,,,서울특별시 중랑구 동일로114길 43(상봉동),,39:01.0,39:01.0,매운탕,,Y
13670,,바다횟집,3060000,중랑구,101,일반음식점,10119,탕류,이길주,4,저염실천음식점,2020-12-31,Y,Y,,37.6130053,127.0753742,02-979-5501,,,서울특별시 중랑구 중랑역로  219-1,,39:01.0,39:01.0,서더리매운탕,,Y
13678,,흥부골숯불돼지왕갈비,3060000,중랑구,101,일반음식점,10119,탕류,전영준,4,저염실천음식점,2020-12-31,Y,Y,,37.5822718,127.0882426,02-491-4488,,,서울특별시 중랑구 면목로  341,,39:01.0,39:01.0,갈비곰탕,,Y
13642,,소문난 순대국,3060000,중랑구,101,일반음식점,10101,한식,김금덕,4,저염실천음식점,2020-12-31,Y,Y,,37.5780474,127.084943,02-435-2812,,,서울특별시 중랑구 사가정로50길  68,,39:01.0,39:01.0,순대국,,Y
13641,,돈다발,3060000,중랑구,101,일반음식점,10101,한식,김경연,4,저염실천음식점,2020-12-31,Y,Y,,37.5790951,127.0852585,02-434-7016,,,서울특별시 중랑구 면목로37길 17(1층 면목동),,39:01.0,39:01.0,된장찌개,,Y
13661,,옛터식당,3060000,중랑구,101,일반음식점,10101,한식,서석문,4,저염실천음식점,2020-12-31,Y,Y,,37.5926137,127.0763852,02-439-3977,,,서울특별시 중랑구 중랑천로10길 63-3(상봉동),,39:01.0,39:01.0,칼국수,,Y
13664,,우마루,3060000,중랑구,101,일반음식점,10101,한식,안형준,4,저염실천음식점,2020-12-31,Y,Y,,37.5990865,127.0802801,02-434-7123,,,서울특별시 중랑구 동일로  768,,39:01.0,39:01.0,샤브샤브육수,,Y
13651,,강원도 흑염소,3060000,중랑구,101,일반음식점,10119,탕류,남은주,4,저염실천음식점,2020-12-31,Y,Y,,37.5988582,127.093861,02-439-6038,,,서울특별시 중랑구 망우로55길  32 101호,,39:01.0,39:01.0,영양탕,,Y
13649,,본가남원추어탕,3060000,중랑구,101,일반음식점,10119,탕류,김형준,4,저염실천음식점,2020-12-31,Y,Y,,37.606443,127.0983106,02-494-4222,,,서울특별시 중랑구 봉화산로56길  46,,39:01.0,39:01.0,추어탕,,Y
13675,,한촌설렁탕중화점,3060000,중랑구,101,일반음식점,10101,한식,장우진,4,저염실천음식점,2020-12-31,Y,Y,,37.6002514,127.0794504,02-493-8781,,,서울특별시 중랑구 동일로 781(1층 중화동),,39:01.0,39:01.0,설렁탕,,Y
13674,,망우찜쌈밥,3060000,중랑구,101,일반음식점,10101,한식,장국진,4,저염실천음식점,2020-12-31,Y,Y,,37.5945916,127.1003221,02-437-0175,,,서울특별시 중랑구 용마공원로2길 8(망우동),,39:01.0,39:01.0,미역국,,Y
13676,,봉화정육식당,3060000,중랑구,101,일반음식점,10101,한식,장윤주,4,저염실천음식점,2020-12-31,Y,Y,,37.6163564,127.0926972,02-3421-3535,,,서울특별시 중랑구 신내로  211 213호,,39:01.0,39:01.0,김치찌개,,Y
13679,,도가,3060000,중랑구,101,일반음식점,10101,한식,전진환,4,저염실천음식점,2020-12-31,Y,Y,,37.6067254,127.0940148,02-3423-0887,,,서울특별시 중랑구 봉화산로  189,,39:01.0,39:01.0,순대국,,Y
13680,,오대가마솥순대국,3060000,중랑구,101,일반음식점,10101,한식,정금례,4,저염실천음식점,2020-12-31,Y,Y,,37.5931146,127.0874988,02-2209-0022,,,서울특별시 중랑구 봉우재로  131,,39:01.0,39:01.0,순대국,,Y
13681,,소우가,3060000,중랑구,101,일반음식점,10101,한식,정미경,4,저염실천음식점,2020-12-31,Y,Y,,37.5784956,127.0857979,02-434-3066,,,서울특별시 중랑구 면목로  285,,39:01.0,39:01.0,된장찌개,,Y
13636,,만복림,3010000,중구,101,일반음식점,10102,중국식,최준섭,4,저염실천음식점,2020-12-31,Y,Y,,37.5539682,126.9748676,02-753-5693,,,서울특별시 중구 후암로 98(남대문로5가STX 남산타워 지하1층),,39:01.0,39:01.0,짬뽕국물,,Y
13662,,옛날순대국,3060000,중랑구,101,일반음식점,10101,한식,손미옥,4,저염실천음식점,2020-12-31,Y,Y,,37.5999273,127.0794884,02-436-1640,,,서울특별시 중랑구 동일로 777(중화동),,39:01.0,39:01.0,순대국,,Y
13663,,채선당 묵동점,3060000,중랑구,101,일반음식점,10101,한식,손인국,4,저염실천음식점,2020-12-31,Y,Y,,37.6145689,127.0771445,02-948-7220,,,서울특별시 중랑구 동일로  942,,39:01.0,39:01.0,샤브샤브육수,,Y
13660,,풀잎보리밥쌈밥생고기,3060000,중랑구,101,일반음식점,10101,한식,서경미,4,저염실천음식점,2020-12-31,Y,Y,,37.5946166,127.0767228,02-2207-3323,,,서울특별시 중랑구 중랑역로 5(중화동),,39:01.0,39:01.0,미역국,,Y
13648,,서해쭈꾸미,3060000,중랑구,101,일반음식점,10101,한식,김학례,4,저염실천음식점,2020-12-31,Y,Y,,37.5888457,127.088921,02-2209-7892,,,서울특별시 중랑구 겸재로  191,,39:01.0,39:01.0,콩나물국,,Y
13673,,할매복집,3060000,중랑구,101,일반음식점,10114,복어취급,이은재,4,저염실천음식점,2020-12-31,Y,Y,,37.6177119,127.0792465,02-979-7606,,,서울특별시 중랑구 공릉로 82(묵동),,39:01.0,39:01.0,복국지리,,Y
13605,,내림손삼계탕,3010000,중구,101,일반음식점,10101,한식,손흥민,4,저염실천음식점,2020-12-31,Y,Y,,37.5646268,126.9852258,02-318-4406,,,서울특별시 중구 명동9길 16(명동1가지하1층),,39:00.0,39:00.0,삼계탕(닭한마리),,Y
13603,,평창우선생,3010000,중구,101,일반음식점,10101,한식,서진희,4,저염실천음식점,2020-12-31,Y,Y,,37.5643288,126.9685114,0507-1315-8819,,,서울특별시 중구 통일로 102(의주로1가지상1층 바비엥I 101호),,39:00.0,39:00.0,육수불고기,,Y
13602,,쿠우쿠우명동본점,3010000,중구,101,일반음식점,10101,한식,서영석,4,저염실천음식점,2020-12-31,Y,Y,,37.5641418,126.9854022,02-753-1230,,,서울특별시 중구 명동길 55(4층 명동1가),,39:00.0,39:00.0,미소된장국,,Y
13600,,원할머니보쌈족발본점,3010000,중구,101,일반음식점,10101,한식,박천희,4,저염실천음식점,2020-12-31,Y,Y,,37.5696415,127.023193,02-2232-3232,,,서울특별시 중구 난계로 201(황학동),,39:00.0,39:00.0,맑은콩나물국,,Y
13599,,태백산맥,3010000,중구,101,일반음식점,10101,한식,박용민박재성,4,저염실천음식점,2020-12-31,Y,Y,,37.5522072,127.0081648,02-2237-0402,,,서울특별시 중구 다산로 85(3층 4층 신당동),,39:00.0,39:00.0,소갈비탕,,Y
13598,,더마앤코스(풍문),3010000,중구,101,일반음식점,10101,한식,박요석,4,저염실천음식점,2020-12-31,Y,Y,,37.5576433,126.9736968,02-7776-6252,,,서울특별시 중구 세종대로2길 6-1(남대문로5가),,39:00.0,39:00.0,김치찌개,,Y
13597,,서울삼계탕,3010000,중구,101,일반음식점,10101,한식,민병렬,4,저염실천음식점,2020-12-31,Y,Y,,37.5598972,126.9769708,02-755-6925,,,서울특별시 중구 남대문시장길 18-4(1층 남창동),,39:00.0,39:00.0,삼계탕(닭한마리),,Y
13596,,영덕회식당(시청점),3010000,중구,101,일반음식점,10101,한식,문춘화,4,저염실천음식점,2020-12-31,Y,Y,,37.568768,126.9795776,02-757-0066,,,서울특별시 중구 무교로 32(무교동효령빌딩101102호지하1층),,39:00.0,39:00.0,김치도루묵국,,Y
13595,,함흥냉면,3010000,중구,101,일반음식점,10101,한식,문요환,4,저염실천음식점,2020-12-31,Y,Y,,37.5642745,126.9999003,02-2267-9500,,,서울특별시 중구 마른내로 108(오장동),,39:00.0,39:00.0,물냉면,,Y
13594,,아리랑,3010000,중구,101,일반음식점,10101,한식,노사봉,4,저염실천음식점,2020-12-31,Y,Y,,37.563857,126.9805841,02-752-1342,,,서울특별시 중구 남대문로7길 23(소공동),,39:00.0,39:00.0,소갈비탕,,Y
13593,,어반가든,3010000,중구,101,일반음식점,10101,한식,김희경,4,저염실천음식점,2020-12-31,Y,Y,,37.5673976,126.9691143,02-777-2254,,,서울특별시 중구 정동길 12-15(정동1층 2층),,39:00.0,39:00.0,소고기불고기,,Y
13592,,남도한식(정든님),3010000,중구,101,일반음식점,10101,한식,김형순,4,저염실천음식점,2020-12-31,Y,Y,,37.5658456,126.986545,02-775-0038,,,서울특별시 중구 을지로  78 2층,,39:00.0,39:00.0,다시마미역국,,Y
13591,,남도한식(고운님),3010000,중구,101,일반음식점,10101,한식,김형순,4,저염실천음식점,2020-12-31,Y,Y,,37.5625649,126.9780776,02-775-0038,,,서울특별시 중구 세종대로14길 22-5,,39:00.0,39:00.0,된장찌개,,Y
13584,,평양면옥,3010000,중구,101,일반음식점,10101,한식,김대성,4,저염실천음식점,2020-12-31,Y,Y,,37.5631683,127.006548,02-2267-7784,,,서울특별시 중구 장충단로 207(장충동1가 26 - 32 1층),,39:00.0,39:00.0,동치미물냉면,,Y
13585,,남문토방,3010000,중구,101,일반음식점,10101,한식,김미해,4,저염실천음식점,2020-12-31,Y,Y,,37.5605401,126.9783769,02-778-6727,,,서울특별시 중구 남대문시장길 45-3(지하1층 남창동),,39:00.0,39:00.0,추어탕,,Y
13586,,디코레 북창동 순두부,3010000,중구,101,일반음식점,10101,한식,김수용,4,저염실천음식점,2020-12-31,Y,Y,,37.5631324,126.9770172,0507-1373-4350,,,서울특별시 중구 세종대로 78(태평로2가 2층),,39:00.0,39:00.0,순두부비지찌개,,Y
13587,,림왕돈까스,3010000,중구,101,일반음식점,10101,한식,김영섭,4,저염실천음식점,2020-12-31,Y,Y,,37.5567772,126.985038,0507-1371-5838,,,서울특별시 중구 소파로 91-1(예장동),,39:00.0,39:00.0,크림스프,,Y
13621,,쁘띠하노이(서울역점),3010000,중구,101,일반음식점,10199,기타(일반음식점),이수환,4,저염실천음식점,2020-12-31,Y,Y,,37.554322,126.9741045,02-3789-2884,,,서울특별시 중구 후암로 110(남대문로5가지하1층),,39:00.0,39:00.0,베트남쌀국수,,Y
13588,,이구갈비,3010000,중구,101,일반음식점,10101,한식,김이구,4,저염실천음식점,2020-12-31,Y,Y,,37.5671455,126.9784678,02-730-0709,,,서울특별시 중구 세종대로20길 19(태평로1가1층),,39:00.0,39:00.0,돼지고기김치찌개,,Y
13589,,남도,3010000,중구,101,일반음식점,10101,한식,김해수,4,저염실천음식점,2020-12-31,Y,Y,,37.5672105,126.9807761,0507-1318-8919,,,서울특별시 중구 남대문로9길 40(다동 센터플레이스빌딩 2층 206~207호),,39:00.0,39:00.0,돼지된장찌개,,Y
13590,,명동강남면옥,3010000,중구,101,일반음식점,10101,한식,김현정,4,저염실천음식점,2020-12-31,Y,Y,,37.5642162,126.9846201,0507-1405-7117,,,서울특별시 중구 명동7길 8(5층 명동1가),,39:00.0,39:00.0,갈비탕,,Y
13631,,애성회관,3010000,중구,101,일반음식점,10119,탕류,조영애,4,저염실천음식점,2020-12-31,Y,Y,,37.562437,126.9789169,02-352-0303,,,서울특별시 중구 남대문로5길 23(북창동1층),,39:00.0,39:00.0,영양곰탕,,Y
13616,,남원추어탕,3010000,중구,101,일반음식점,10119,탕류,이기정,4,저염실천음식점,2020-12-31,Y,Y,,37.5660988,127.0035887,02-2265-2394,,,서울특별시 중구 을지로38길 14(을지로5가),,39:00.0,39:00.0,추어탕,,Y
13615,,명동미성옥,3010000,중구,101,일반음식점,10119,탕류,이광열,4,저염실천음식점,2020-12-31,Y,Y,,37.5641742,126.9839302,02-776-8929,,,서울특별시 중구 명동길 25-11(명동1가),,39:00.0,39:00.0,설렁탕,,Y
13622,,잘차려진바다,3010000,중구,101,일반음식점,10119,탕류,이용화 외 2 ,4,저염실천음식점,2020-12-31,Y,Y,,37.5668067,126.9820154,02-319-0896,,,서울특별시 중구 남대문로9길 8,,39:00.0,39:00.0,바지락조개탕,,Y
13601,,남도복국,3010000,중구,101,일반음식점,10114,복어취급,배동하,4,저염실천음식점,2020-12-31,Y,Y,,37.5635938,126.9782786,0507-1364-7945,,,서울특별시 중구 세종대로18길 16-5 1층,,39:00.0,39:00.0,복국지리,,Y
13606,,대복,3010000,중구,101,일반음식점,10114,복어취급,송남희,4,저염실천음식점,2020-12-31,Y,Y,,37.5627978,126.9779272,0507-1402-0189,,,서울특별시 중구 세종대로14길 22(북창동),,39:00.0,39:00.0,복국지리,,Y
13613,,참복집,3010000,중구,101,일반음식점,10114,복어취급,윤명자,4,저염실천음식점,2020-12-31,Y,Y,,37.5624676,126.978294,02-779-0681,,,서울특별시 중구 세종대로14길 28-6(북창동),,39:00.0,39:00.0,복국지리,,Y
13580,,일식 성진,3010000,중구,101,일반음식점,10104,일식,강태훈 외1명,4,저염실천음식점,2020-12-31,Y,Y,,37.562169,126.9896622,02-2269-5551,,,서울특별시 중구 삼일대로4길 9(충무로2가외 2필지 1층 109호),,39:00.0,39:00.0,미소된장국,,Y
13628,,미가참치,3010000,중구,101,일반음식점,10104,일식,정문기,4,저염실천음식점,2020-12-31,Y,Y,,37.5653398,126.9895628,02-3406-9470,,,서울특별시 중구 수표로 45(저동2가),,39:00.0,39:00.0,대구맑은탕,,Y
