Region,Animal species,Production system,Commodity,Emission Intensity (kg CO2e per kg protein),Production (kg protein),Total GHG emissions (kg CO2e),Total CO2 emissions (kg CO2e),Total CH4 emissions (kg CO2e),Total N2O emissions (kg CO2e),"Feed, CO2 (kg CO2e)","Feed, CH4 (kg CO2e)","Feed: fertilizer & crop residues, N2O (kg CO2e)","Feed: applied & deposited manure, N2O (kg CO2e)","LUC: soy & palm, CO2 (kg CO2e)","LUC: pasture expansion, CO2 (kg CO2e)","Enteric fermentation, CH4 (kg CO2e)","Manure management, CH4 (kg CO2e)","Manure management, N2O (kg CO2e)","Direct energy, CO2 (kg CO2e)","Indirect energy, CO2 (kg CO2e)","Postfarm, CO2 (kg CO2e)"
Near East and North Africa,Buffaloes,Grassland systems,Milk,170.4,43314845.00,7379340487.00,1195239680.00,3140952872.00,3043147935.00,978836080.00,,801332170.00,2106720075.00,,,3036449190.00,104503682.00,135095691.00,39745821.00,970751.00,175687028.00
Near East and North Africa,Buffaloes,Grassland systems,Meat,610.4,17005518.00,10379857861.00,797001294.00,3660638813.00,5922217754.00,759681265.00,,2715020725.00,3112609579.00,17638942.00,,3572639369.00,87999444.00,94587451.00,9249988.00,3755619.00,6675479.00
Near East and North Africa,Buffaloes,Mixed systems,Aggregated,124.1,96204420.00,11936372356.00,1810765579.00,8011476373.00,2114130404.00,1373408149.00,,1113346440.00,428305427.00,990940.00,,7857625058.00,153851314.00,572478537.00,93190516.00,10138187.00,333037787.00
Near East and North Africa,Buffaloes,Mixed systems,Milk,109.1,75275908.00,8213388791.00,1444752492.00,5386681217.00,1381955082.00,1034013146.00,,793830489.00,189412857.00,,,5283247067.00,103434150.00,398711736.00,82877361.00,2991760.00,324870225.00
Near East and North Africa,Buffaloes,Mixed systems,Meat,177.9,20928512.00,3722983565.00,366013087.00,2624795155.00,732175322.00,339395003.00,,319515951.00,238892569.00,990940.00,,2574377991.00,50417164.00,173766801.00,10313155.00,7146427.00,8167563.00
Near East and North Africa,Sheep,Aggregated,Aggregated,296.4,342164717.00,101402465664.00,8521981237.00,49178421149.00,43702063277.00,7430186018.00,,2445711216.00,36739104938.00,38105619.00,,47815418344.00,1363002805.00,4517247124.00,165072933.00,512162654.00,376454012.00
Near East and North Africa,Sheep,Aggregated,Milk,282.7,148963256.00,42108811967.00,3240713673.00,20879378100.00,17988720194.00,2706452256.00,,924313431.00,15072071123.00,31789779.00,,20305331955.00,574046145.00,1992335640.00,5538901.00,403840090.00,93092648.00
Near East and North Africa,Sheep,Aggregated,Meat,306.9,193201461.00,59293653697.00,5281267564.00,28299043049.00,25713343084.00,4723733762.00,,1521397785.00,21667033815.00,6315840.00,,27510086389.00,788956660.00,2524911483.00,159534033.00,108322564.00,283361365.00
Near East and North Africa,Sheep,Grassland systems,Aggregated,436.6,164883030.00,71995675227.00,6237590676.00,27525070030.00,38233014521.00,5759619118.00,,1431695206.00,34325849002.00,15615308.00,,26762610942.00,762459088.00,2475470312.00,91392842.00,180981559.00,189981849.00
Near East and North Africa,Sheep,Grassland systems,Milk,454.6,61224028.00,27834280437.00,2056897923.00,10445417515.00,15331964999.00,1875901832.00,,430128315.00,13921273094.00,11717443.00,,10150653877.00,294763637.00,980563590.00,2146822.00,130814717.00,36317110.00
Near East and North Africa,Sheep,Grassland systems,Meat,426,103659002.00,44161394790.00,4180692752.00,17079652515.00,22901049522.00,3883717286.00,,1001566892.00,20404575908.00,3897865.00,,16611957064.00,467695451.00,1494906722.00,89246020.00,50166842.00,153664740.00
Near East and North Africa,Sheep,Mixed systems,Aggregated,165.9,177281687.00,29406790437.00,2284390561.00,21653351119.00,5469048756.00,1670566901.00,,1014016009.00,2413255936.00,22490311.00,,21052807402.00,600543717.00,2041776811.00,73680092.00,331181095.00,186472163.00
Near East and North Africa,Sheep,Mixed systems,Milk,162.7,87739228.00,14274531530.00,1183815750.00,10433960585.00,2656755195.00,830550424.00,,494185116.00,1150798029.00,20072336.00,,10154678078.00,279282508.00,1011772050.00,3392078.00,273025374.00,56775538.00
Near East and North Africa,Sheep,Mixed systems,Meat,169,89542459.00,15132258907.00,1100574812.00,11219390534.00,2812293561.00,840016477.00,,519830893.00,1262457907.00,2417975.00,,10898129325.00,321261209.00,1030004761.00,70288013.00,58155722.00,129696625.00
Near East and North Africa,Goats,Aggregated,Aggregated,216.8,152044000.00,32962749240.00,2353233374.00,17345181159.00,13264334707.00,1881518681.00,,717771351.00,10916623419.00,13253814.00,,16786816213.00,558364946.00,1629939937.00,38045491.00,167967158.00,252448230.00
Near East and North Africa,Goats,Aggregated,Milk,234.9,72549805.00,17040332703.00,1006944573.00,9352254355.00,6681133775.00,743233336.00,,302503839.00,5483962131.00,9156927.00,,9068767623.00,283486732.00,894667806.00,2525842.00,122743296.00,129285173.00
Near East and North Africa,Goats,Aggregated,Meat,200.3,79494195.00,15922416536.00,1346288800.00,7992926804.00,6583200932.00,1138285345.00,,415267512.00,5432661288.00,4096887.00,,7718048590.00,274878214.00,735272131.00,35519649.00,45223862.00,123163057.00
Near East and North Africa,Goats,Grassland systems,Aggregated,261.3,91798314.00,23987839485.00,1808894902.00,10809018438.00,11369926145.00,1528444488.00,,465359728.00,9920175207.00,7559155.00,,10462227564.00,346790874.00,984391210.00,29627726.00,89047653.00,154215880.00
Near East and North Africa,Goats,Grassland systems,Milk,287.4,41189897.00,11836065462.00,717466105.00,5517798982.00,5600800375.00,574134828.00,,177985495.00,4909128157.00,4479682.00,,5350260524.00,167538459.00,513686723.00,1375017.00,62209913.00,75266665.00
Near East and North Africa,Goats,Grassland systems,Meat,240.1,50608417.00,12151774023.00,1091428797.00,5291219456.00,5769125770.00,954309660.00,,287374233.00,5011047050.00,3079473.00,,5111967040.00,179252416.00,470704487.00,28252710.00,26837740.00,78949215.00
Near East and North Africa,Goats,Mixed systems,Aggregated,149,60245686.00,8974909754.00,544338472.00,6536162721.00,1894408562.00,353074193.00,,252411622.00,996448212.00,5694659.00,,6324588649.00,211574072.00,645548727.00,8417765.00,78919505.00,98232349.00
Near East and North Africa,Goats,Mixed systems,Milk,166,31359908.00,5204267241.00,289478469.00,3834455372.00,1080333400.00,169098508.00,,124518344.00,574833974.00,4677245.00,,3718507099.00,115948273.00,380981083.00,1150826.00,60533383.00,54018508.00
Near East and North Africa,Goats,Mixed systems,Meat,130.5,28885778.00,3770642513.00,254860003.00,2701707348.00,814075161.00,183975685.00,,127893279.00,421614239.00,1017414.00,,2606081550.00,95625799.00,264567644.00,7266940.00,18386123.00,44213842.00
Near East and North Africa,Pigs,Aggregated,Meat,68.8,42254201.00,2905745735.00,1685670520.00,687475993.00,532599223.00,880076658.00,344362593.00,112219911.00,147133673.00,596127788.00,,75686308.00,267427092.00,273245638.00,55673837.00,2886849.00,150905389.00
Near East and North Africa,Pigs,Backyard systems,Meat,31.9,6062804.00,193678040.00,40738905.00,90270674.00,62668461.00,40502705.00,775255.00,18335889.00,3535964.00,,,17625030.00,71870389.00,40796608.00,,236200.00,
Near East and North Africa,Pigs,Intermediate systems,Meat,57.2,6370718.00,364167229.00,201900621.00,91577933.00,70688675.00,127172091.00,40690995.00,19796551.00,7818466.00,46145435.00,,12180496.00,38706442.00,43073657.00,3299382.00,950077.00,24333636.00
Near East and North Africa,Pigs,Industrial systems,Meat,78.7,29820679.00,2347900466.00,1443030994.00,505627386.00,399242087.00,712401861.00,302896344.00,74087471.00,135779242.00,549982353.00,,45880781.00,156850260.00,189375373.00,52374455.00,1700572.00,126571752.00
Near East and North Africa,Chicken,Aggregated,Aggregated,31.8,1362693952.00,43285997467.00,31368004879.00,1649814057.00,10268178532.00,11736047008.00,24788039.00,4044564507.00,4135504296.00,11823008255.00,,,1625026017.00,2088109729.00,3826165781.00,371198955.00,3611584880.00
Near East and North Africa,Chicken,Aggregated,Eggs,23.5,448338491.00,10520502075.00,6370529233.00,1147866398.00,3002106444.00,2919556753.00,17023357.00,1039449291.00,1077363972.00,2164387385.00,,,1130843041.00,885293181.00,540707233.00,15994070.00,729883791.00
Near East and North Africa,Chicken,Aggregated,Meat,35.8,914355461.00,32765495393.00,24997475646.00,501947659.00,7266072088.00,8816490254.00,7764682.00,3005115217.00,3058140323.00,9658620870.00,,,494182977.00,1202816548.00,3285458548.00,355204885.00,2881701089.00
Near East and North Africa,Chicken,Backyard systems,Aggregated,17,60129377.00,1024578023.00,188913736.00,86599175.00,749065112.00,188913736.00,24788039.00,148821624.00,30081544.00,,,,61811136.00,570161944.00,,,
Near East and North Africa,Chicken,Backyard systems,Eggs,15.4,47085177.00,723346090.00,132832457.00,60074322.00,530439311.00,132832457.00,17023357.00,104603649.00,20995281.00,,,,43050964.00,404840381.00,,,
Near East and North Africa,Chicken,Backyard systems,Meat,23.1,13044200.00,301231933.00,56081279.00,26524853.00,218625801.00,56081279.00,7764682.00,44217975.00,9086263.00,,,,18760172.00,165321563.00,,,
Near East and North Africa,Chicken,Layers,Aggregated,26.4,451238937.00,11905208104.00,7614309644.00,1271089324.00,3019809136.00,3357743335.00,,1122862635.00,1310526865.00,2663967698.00,,,1271089324.00,586419636.00,679509392.00,25088665.00,888000554.00
Near East and North Africa,Chicken,Layers,Eggs,24.4,401253314.00,9797155985.00,6237696776.00,1087792076.00,2471667133.00,2786724296.00,,934845642.00,1056368691.00,2164387385.00,,,1087792076.00,480452800.00,540707233.00,15994070.00,729883791.00
Near East and North Africa,Chicken,Layers,Meat,42.2,49985623.00,2108052119.00,1376612869.00,183297248.00,548142003.00,571019038.00,,188016994.00,254158173.00,499580313.00,,,183297248.00,105966836.00,138802159.00,9094595.00,158116764.00
Near East and North Africa,Chicken,Broilers,Aggregated,35.7,851325637.00,30356211340.00,23564781499.00,292125557.00,6499304284.00,8189389937.00,,2772880248.00,2794895887.00,9159040557.00,,,292125557.00,931528149.00,3146656390.00,346110290.00,2723584325.00
Near East and North Africa,Chicken,Broilers,Meat,35.7,851325637.00,30356211340.00,23564781499.00,292125557.00,6499304284.00,8189389937.00,,2772880248.00,2794895887.00,9159040557.00,,,292125557.00,931528149.00,3146656390.00,346110290.00,2723584325.00
North America,Cattle,Aggregated,Aggregated,94.6,4946002847.00,467755970866.00,70515033250.00,292789957716.00,104450979901.00,23592428039.00,,16640707258.00,63276272687.00,155347196.00,,237566679201.00,55223278515.00,24533999956.00,11193463861.00,4342067277.00,31231726877.00
North America,Cattle,Aggregated,Milk,56.9,2893265442.00,164586071660.00,41601425572.00,104381347781.00,18603298308.00,7001570929.00,,5121662935.00,8961262024.00,81954742.00,,64373062035.00,40008285746.00,4520373349.00,6234038931.00,714297141.00,27569563830.00
North America,Cattle,Aggregated,Meat,147.7,2052737405.00,303169899206.00,28913607678.00,188408609935.00,85847681593.00,16590857111.00,,11519044323.00,54315010663.00,73392454.00,,173193617166.00,15214992769.00,20013626607.00,4959424930.00,3627770136.00,3662163047.00
North America,Cattle,Grassland systems,Aggregated,105.3,1848976675.00,194694657567.00,26841078503.00,122173870088.00,45679708975.00,8373489979.00,,5677675618.00,31405189691.00,79413645.00,,96959906957.00,25213963132.00,8596843666.00,3885000933.00,1030349655.00,13472824291.00
North America,Cattle,Grassland systems,Milk,59.1,1366691601.00,80789862360.00,19550750868.00,51133539716.00,10105571777.00,3458576347.00,,2370094480.00,5760777052.00,41563554.00,,31285649593.00,19847890122.00,1974700244.00,2882236322.00,303915195.00,12864459450.00
North America,Cattle,Grassland systems,Meat,236.2,482285074.00,113904795206.00,7290327635.00,71040330373.00,35574137199.00,4914913632.00,,3307581138.00,25644412639.00,37850091.00,,65674257364.00,5366073009.00,6622143421.00,1002764611.00,726434460.00,608364841.00
North America,Cattle,Mixed systems,Aggregated,95.5,2042614590.00,195034438098.00,28802810049.00,127818003535.00,38413624514.00,7400256979.00,,5862244857.00,22798953713.00,56947303.00,,102062114552.00,25755888983.00,9752425944.00,4679914798.00,1314511303.00,15351179665.00
North America,Cattle,Mixed systems,Milk,54.9,1526573841.00,83796209300.00,22050674704.00,53247808065.00,8497726531.00,3542994582.00,,2751568454.00,3200484972.00,40391188.00,,33087412442.00,20160395623.00,2545673104.00,3351802609.00,410381945.00,14705104380.00
North America,Cattle,Mixed systems,Meat,215.6,516040749.00,111238228798.00,6752135345.00,74570195470.00,29915897984.00,3857262397.00,,3110676403.00,19598468742.00,16556115.00,,68974702110.00,5595493359.00,7206752839.00,1328112189.00,904129358.00,646075285.00
North America,Cattle,Feedlots,Aggregated,74,1054411582.00,78026875201.00,14871144698.00,42798084092.00,20357646411.00,7818681081.00,,5100786783.00,9072129282.00,18986248.00,,38544657692.00,4253426400.00,6184730347.00,2628548130.00,1997206318.00,2407722921.00
North America,Cattle,Feedlots,Meat,74,1054411582.00,78026875201.00,14871144698.00,42798084092.00,20357646411.00,7818681081.00,,5100786783.00,9072129282.00,18986248.00,,38544657692.00,4253426400.00,6184730347.00,2628548130.00,1997206318.00,2407722921.00
North America,Buffaloes,Aggregated,Aggregated,60.1,7024894.00,422118699.00,107953705.00,268789530.00,45375464.00,38485341.00,,18465040.00,1615659.00,772513.00,,248159591.00,20629939.00,25294766.00,6210765.00,2800580.00,59684506.00
North America,Buffaloes,Aggregated,Milk,60.2,5788433.00,348481175.00,94294107.00,218082685.00,36104383.00,29651257.00,,14307747.00,1248539.00,577009.00,,201185899.00,16896786.00,20548097.00,6013381.00,458544.00,57593916.00
North America,Buffaloes,Aggregated,Meat,59.6,1236461.00,73637524.00,13659597.00,50706845.00,9271082.00,8834084.00,,4157292.00,367120.00,195504.00,,46973692.00,3733153.00,4746669.00,197384.00,2342036.00,2090590.00
North America,Buffaloes,Grassland systems,Aggregated,60.4,2756737.00,166423983.00,42652059.00,105469668.00,18302256.00,15435961.00,,7174578.00,1215495.00,302818.00,,97383764.00,8085904.00,9912183.00,2437253.00,1054399.00,23421629.00
North America,Buffaloes,Grassland systems,Milk,60.5,2271520.00,137385681.00,37263997.00,85572585.00,14549098.00,11904159.00,,5558307.00,938850.00,226174.00,,78950163.00,6622422.00,8051941.00,2359794.00,172639.00,22601231.00
North America,Buffaloes,Grassland systems,Meat,59.8,485217.00,29038302.00,5388061.00,19897083.00,3753157.00,3531802.00,,1616271.00,276645.00,76644.00,,18433601.00,1463482.00,1860242.00,77458.00,881760.00,820398.00
North America,Buffaloes,Mixed systems,Aggregated,59.9,4268157.00,255694716.00,65301646.00,163319862.00,27073208.00,23049381.00,,11290462.00,400163.00,469695.00,,150775826.00,12544035.00,15382583.00,3773512.00,1746181.00,36262877.00
North America,Buffaloes,Mixed systems,Milk,60,3516913.00,211095494.00,57030110.00,132510100.00,21555284.00,17747098.00,,8749440.00,309688.00,350835.00,,122235736.00,10274364.00,12496155.00,3653586.00,285906.00,34992684.00
North America,Buffaloes,Mixed systems,Meat,59.4,751244.00,44599222.00,8271536.00,30809762.00,5517924.00,5302282.00,,2541021.00,90475.00,118860.00,,28540091.00,2269671.00,2886428.00,119926.00,1460276.00,1270193.00
North America,Sheep,Aggregated,Aggregated,217.2,9801088.00,2128659042.00,235678916.00,1205788966.00,687191161.00,154568914.00,,121985380.00,509195884.00,261765.00,,1161617261.00,44171705.00,56009896.00,37408022.00,7224516.00,36215700.00
North America,Sheep,Aggregated,Milk,0,,,,,,,,,,,,,,,,,
North America,Sheep,Aggregated,Meat,217.2,9801088.00,2128659042.00,235678916.00,1205788966.00,687191161.00,154568914.00,,121985380.00,509195884.00,261765.00,,1161617261.00,44171705.00,56009896.00,37408022.00,7224516.00,36215700.00
North America,Sheep,Grassland systems,Aggregated,221.7,8577043.00,1901816781.00,209328914.00,1053559078.00,638928789.00,138308636.00,,107614993.00,482674014.00,241882.00,,1015810953.00,37748124.00,48639782.00,32757649.00,6350585.00,31670162.00
North America,Sheep,Grassland systems,Milk,0,,,,,,,,,,,,,,,,,
North America,Sheep,Grassland systems,Meat,221.7,8577043.00,1901816781.00,209328914.00,1053559078.00,638928789.00,138308636.00,,107614993.00,482674014.00,241882.00,,1015810953.00,37748124.00,48639782.00,32757649.00,6350585.00,31670162.00
North America,Sheep,Mixed systems,Aggregated,185.3,1224045.00,226842261.00,26350001.00,152229888.00,48262371.00,16260278.00,,14370387.00,26521870.00,19882.00,,145806308.00,6423580.00,7370114.00,4650373.00,873930.00,4545538.00
North America,Sheep,Mixed systems,Milk,0,,,,,,,,,,,,,,,,,
North America,Sheep,Mixed systems,Meat,185.3,1224045.00,226842261.00,26350001.00,152229888.00,48262371.00,16260278.00,,14370387.00,26521870.00,19882.00,,145806308.00,6423580.00,7370114.00,4650373.00,873930.00,4545538.00
North America,Goats,Aggregated,Aggregated,88.2,11341774.00,999906697.00,165175605.00,625221009.00,209510083.00,93273521.00,,76098499.00,105595804.00,65461.00,,593851649.00,31369360.00,27815780.00,18339782.00,28444518.00,25052323.00
North America,Goats,Aggregated,Milk,52.7,5287470.00,278585263.00,46719459.00,179881887.00,51983917.00,26741357.00,,20562320.00,23786503.00,22946.00,,172024123.00,7857764.00,7635094.00,254198.00,19700958.00,
North America,Goats,Aggregated,Meat,119.1,6054304.00,721321434.00,118456146.00,445339122.00,157526166.00,66532164.00,,55536179.00,81809301.00,42515.00,,421827526.00,23511596.00,20180686.00,18085584.00,8743560.00,25052323.00
North America,Goats,Grassland systems,Aggregated,89.5,6753398.00,604091981.00,100963995.00,372328310.00,130799676.00,58293921.00,,47133555.00,67118803.00,38950.00,,353623730.00,18704580.00,16547318.00,10918972.00,16795544.00,14916609.00
North America,Goats,Grassland systems,Milk,53.4,3148555.00,168092321.00,28482301.00,107121754.00,32488266.00,16672039.00,,12742728.00,15202799.00,13655.00,,102436041.00,4685712.00,4542739.00,149578.00,11647030.00,
North America,Goats,Grassland systems,Meat,120.9,3604842.00,435999660.00,72481694.00,265206556.00,98311410.00,41621882.00,,34390827.00,51916004.00,25295.00,,251187689.00,14018867.00,12004579.00,10769394.00,5148514.00,14916609.00
North America,Goats,Mixed systems,Aggregated,86.3,4588376.00,395814716.00,64211610.00,252892699.00,78710407.00,34979600.00,,28964944.00,38477000.00,26512.00,,240227919.00,12664780.00,11268463.00,7420810.00,11648974.00,10135714.00
North America,Goats,Mixed systems,Milk,51.7,2138915.00,110492942.00,18237158.00,72760133.00,19495651.00,10069318.00,,7819592.00,8583704.00,9292.00,,69588082.00,3172052.00,3092356.00,104620.00,8053928.00,
North America,Goats,Mixed systems,Meat,116.5,2449461.00,285321773.00,45974452.00,180132566.00,59214755.00,24910282.00,,21145352.00,29893297.00,17220.00,,170639837.00,9492729.00,8176107.00,7316190.00,3595046.00,10135714.00
North America,Pigs,Aggregated,Meat,36.5,1742059130.00,63621820271.00,26556491128.00,26610635631.00,10454693512.00,15199156513.00,,5787964815.00,2166712050.00,175433250.00,,2547484982.00,24063150649.00,2500016647.00,3508713971.00,1018952920.00,6654234475.00
North America,Pigs,Backyard systems,Meat,0,,,,,,,,,,,,,,,,,
North America,Pigs,Intermediate systems,Meat,0,,,,,,,,,,,,,,,,,
North America,Pigs,Industrial systems,Meat,36.5,1742059130.00,63621820271.00,26556491128.00,26610635631.00,10454693512.00,15199156513.00,,5787964815.00,2166712050.00,175433250.00,,2547484982.00,24063150649.00,2500016647.00,3508713971.00,1018952920.00,6654234475.00
North America,Chicken,Aggregated,Aggregated,20.2,3367068705.00,68043702139.00,43256862696.00,3520174004.00,21266665439.00,22705726145.00,,7995892532.00,8858448722.00,329732398.00,,,3520174004.00,4412324185.00,9602130363.00,1878924879.00,8740348911.00
North America,Chicken,Aggregated,Eggs,16.4,745331592.00,12260114963.00,5645773963.00,2207865584.00,4406475416.00,3704832458.00,,1527411657.00,1693008477.00,42993775.00,,,2207865584.00,1186055281.00,916857221.00,28436359.00,952654150.00
North America,Chicken,Aggregated,Meat,21.3,2621737113.00,55783587176.00,37611088733.00,1312308420.00,16860190023.00,19000893687.00,,6468480875.00,7165440244.00,286738623.00,,,1312308420.00,3226268904.00,8685273142.00,1850488520.00,7787694761.00
North America,Chicken,Backyard systems,Aggregated,0,,,,,,,,,,,,,,,,,
North America,Chicken,Backyard systems,Eggs,0,,,,,,,,,,,,,,,,,
North America,Chicken,Backyard systems,Meat,0,,,,,,,,,,,,,,,,,
North America,Chicken,Layers,Aggregated,16.5,770300070.00,12706303078.00,5872866190.00,2278625085.00,4554811803.00,3827446168.00,,1577763610.00,1751898529.00,44489494.00,,,2278625085.00,1225149663.00,946124577.00,29384423.00,1025421528.00
North America,Chicken,Layers,Eggs,16.4,745331592.00,12260114963.00,5645773963.00,2207865584.00,4406475416.00,3704832458.00,,1527411657.00,1693008477.00,42993775.00,,,2207865584.00,1186055281.00,916857221.00,28436359.00,952654150.00
North America,Chicken,Layers,Meat,17.9,24968478.00,446188115.00,227092227.00,70759501.00,148336387.00,122613709.00,,50351953.00,58890052.00,1495719.00,,,70759501.00,39094382.00,29267356.00,948064.00,72767378.00
North America,Chicken,Broilers,Aggregated,21.3,2596768635.00,55337399061.00,37383996506.00,1241548919.00,16711853636.00,18878279977.00,,6418128921.00,7106550192.00,285242904.00,,,1241548919.00,3187174522.00,8656005786.00,1849540456.00,7714927383.00
North America,Chicken,Broilers,Meat,21.3,2596768635.00,55337399061.00,37383996506.00,1241548919.00,16711853636.00,18878279977.00,,6418128921.00,7106550192.00,285242904.00,,,1241548919.00,3187174522.00,8656005786.00,1849540456.00,7714927383.00
Oceania,Cattle,Aggregated,Aggregated,102.4,1183635557.00,121153470549.00,20350254096.00,63976261269.00,36826955185.00,7892576733.00,,6077980761.00,30457063438.00,1539321161.00,,60312886282.00,3663374987.00,291910986.00,2573269146.00,701779156.00,7643307900.00
Oceania,Cattle,Aggregated,Milk,57,799340312.00,45556225152.00,12007527754.00,21799505463.00,11749191935.00,3141120237.00,,2821439638.00,8868732965.00,404533247.00,,19674977403.00,2124528059.00,59019332.00,1463939926.00,101612229.00,6896322115.00
Oceania,Cattle,Aggregated,Meat,196.7,384295245.00,75597245397.00,8342726342.00,42176755806.00,25077763250.00,4751456496.00,,3256541123.00,21588330473.00,1134787914.00,,40637908878.00,1538846928.00,232891653.00,1109329220.00,600166928.00,746985785.00
Oceania,Cattle,Grassland systems,Aggregated,106.2,651100643.00,69132729519.00,10588090052.00,36412160216.00,22132479251.00,3769873742.00,,3030085757.00,19058354880.00,728341167.00,,34375363095.00,2036797121.00,44038614.00,1388413018.00,356554238.00,4344907888.00
Oceania,Cattle,Grassland systems,Milk,56.7,448224127.00,25416060788.00,6753117167.00,12109974149.00,6552969473.00,1624826145.00,,1476440710.00,5043930829.00,268643396.00,,10942544724.00,1167429425.00,32597933.00,837070415.00,54058975.00,3968518237.00
Oceania,Cattle,Grassland systems,Meat,215.5,202876517.00,43716668730.00,3834972885.00,24302186067.00,15579509778.00,2145047597.00,,1553645046.00,14014424051.00,459697771.00,,23432818371.00,869367697.00,11440681.00,551342603.00,302495263.00,376389651.00
Oceania,Cattle,Mixed systems,Aggregated,95.9,493317882.00,47324661359.00,8928309790.00,25225335455.00,13171016115.00,3677604579.00,,2806272314.00,10328864750.00,754951926.00,,23673636743.00,1551698712.00,35879050.00,1029948132.00,291540555.00,3174264597.00
Oceania,Cattle,Mixed systems,Milk,57.4,351116185.00,20140164363.00,5254410587.00,9689531314.00,5196222462.00,1516294093.00,,1344998927.00,3824802136.00,135889851.00,,8732432679.00,957098635.00,26421399.00,626869511.00,47553254.00,2927803878.00
Oceania,Cattle,Mixed systems,Meat,191.2,142201697.00,27184496996.00,3673899203.00,15535804141.00,7974793652.00,2161310487.00,,1461273386.00,6504062614.00,619062075.00,,14941204064.00,594600077.00,9457651.00,403078621.00,243987301.00,246460719.00
Oceania,Cattle,Feedlots,Aggregated,119.7,39217031.00,4696079671.00,833854255.00,2338765598.00,1523459819.00,445098412.00,,241622690.00,1069843808.00,56028068.00,,2263886443.00,74879154.00,211993321.00,154907996.00,53684363.00,124135415.00
Oceania,Cattle,Feedlots,Meat,119.7,39217031.00,4696079671.00,833854255.00,2338765598.00,1523459819.00,445098412.00,,241622690.00,1069843808.00,56028068.00,,2263886443.00,74879154.00,211993321.00,154907996.00,53684363.00,124135415.00
Oceania,Buffaloes,Aggregated,Aggregated,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Aggregated,Milk,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Aggregated,Meat,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Grassland systems,Aggregated,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Grassland systems,Milk,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Grassland systems,Meat,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Mixed systems,Aggregated,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Mixed systems,Milk,0,,,,,,,,,,,,,,,,,
Oceania,Buffaloes,Mixed systems,Meat,0,,,,,,,,,,,,,,,,,
Oceania,Sheep,Aggregated,Aggregated,120.4,200052218.00,24092315152.00,3235591534.00,14604412923.00,6252310694.00,1168996140.00,,1251419177.00,5000891517.00,43728009.00,,14184583068.00,419829855.00,,759353119.00,116659231.00,1146855035.00
Oceania,Sheep,Aggregated,Milk,0,,,,,,,,,,,,,,,,,
Oceania,Sheep,Aggregated,Meat,120.4,200052218.00,24092315152.00,3235591534.00,14604412923.00,6252310694.00,1168996140.00,,1251419177.00,5000891517.00,43728009.00,,14184583068.00,419829855.00,,759353119.00,116659231.00,1146855035.00
Oceania,Sheep,Grassland systems,Aggregated,125.3,82444481.00,10327024345.00,1438948095.00,6011043927.00,2877032324.00,614333553.00,,598292992.00,2278739331.00,17691346.00,,5842702600.00,168341327.00,,308509060.00,48494321.00,449919814.00
Oceania,Sheep,Grassland systems,Milk,0,,,,,,,,,,,,,,,,,
Oceania,Sheep,Grassland systems,Meat,125.3,82444481.00,10327024345.00,1438948095.00,6011043927.00,2877032324.00,614333553.00,,598292992.00,2278739331.00,17691346.00,,5842702600.00,168341327.00,,308509060.00,48494321.00,449919814.00
Oceania,Sheep,Mixed systems,Aggregated,117,117607737.00,13765290806.00,1796643440.00,8593368996.00,3375278371.00,554662587.00,,653126185.00,2722152186.00,26036663.00,,8341880468.00,251488528.00,,450844058.00,68164910.00,696935221.00
Oceania,Sheep,Mixed systems,Milk,0,,,,,,,,,,,,,,,,,
Oceania,Sheep,Mixed systems,Meat,117,117607737.00,13765290806.00,1796643440.00,8593368996.00,3375278371.00,554662587.00,,653126185.00,2722152186.00,26036663.00,,8341880468.00,251488528.00,,450844058.00,68164910.00,696935221.00
Oceania,Goats,Aggregated,Aggregated,130.8,6385131.00,835327172.00,119078085.00,512355727.00,203893359.00,34939966.00,,25506696.00,178386663.00,2053004.00,,496022286.00,16333441.00,,28709255.00,8377536.00,44998325.00
Oceania,Goats,Aggregated,Milk,232.5,1999.00,464673.00,11237.00,350121.00,103315.00,6420.00,,2927.00,100388.00,639.00,,338428.00,11692.00,,378.00,3800.00,
Oceania,Goats,Aggregated,Meat,130.8,6383132.00,834862499.00,119066848.00,512005607.00,203790044.00,34933545.00,,25503769.00,178286275.00,2052366.00,,495683857.00,16321749.00,,28708876.00,8373736.00,44998325.00
Oceania,Goats,Grassland systems,Aggregated,131.8,4468920.00,589106287.00,83236320.00,357859001.00,148010966.00,24458536.00,,15666261.00,132344705.00,1425292.00,,346366791.00,11492210.00,,20042972.00,5796313.00,31513207.00
Oceania,Goats,Grassland systems,Milk,234.7,1283.00,301155.00,7146.00,224530.00,69480.00,4211.00,,1852.00,67627.00,410.00,,217209.00,7320.00,,255.00,2270.00,
Oceania,Goats,Grassland systems,Meat,131.8,4467637.00,588805132.00,83229175.00,357634471.00,147941486.00,24454325.00,,15664409.00,132277078.00,1424882.00,,346149581.00,11484890.00,,20042717.00,5794043.00,31513207.00
